64, 64
64, 80
64, 96
64, 112
64, 128
64, 144
64, 160
64, 176
64, 192
64, 208
64, 224
64, 240
64, 256
64, 272
64, 288
64, 304
64, 320
64, 336
64, 352
64, 368
64, 384
64, 400
64, 416
64, 432
64, 448
64, 464
64, 480
64, 496
64, 512
64, 528
64, 544
64, 560
64, 576
64, 592
64, 608
64, 624
64, 640
64, 656
64, 672
64, 688
64, 704
64, 720
64, 736
64, 752
64, 768
64, 784
64, 800
64, 816
64, 832
64, 848
64, 864
64, 880
64, 896
64, 912
64, 928
64, 944
64, 960
64, 976
64, 992
64, 1008
64, 1024
64, 1040
64, 1056
64, 1072
64, 1088
80, 64
80, 80
80, 96
80, 112
80, 128
80, 144
80, 160
80, 176
80, 192
80, 208
80, 224
80, 240
80, 256
80, 272
80, 288
80, 304
80, 320
80, 336
80, 352
80, 368
80, 384
80, 400
80, 416
80, 432
80, 448
80, 464
80, 480
80, 496
80, 512
80, 528
80, 544
80, 560
80, 576
80, 592
80, 608
80, 624
80, 640
80, 656
80, 672
80, 688
80, 704
80, 720
80, 736
80, 752
80, 768
80, 784
80, 800
80, 816
80, 832
80, 848
80, 864
80, 880
80, 896
80, 912
80, 928
80, 944
80, 960
80, 976
80, 992
80, 1008
80, 1024
80, 1040
80, 1056
80, 1072
80, 1088
96, 64
96, 80
96, 96
96, 112
96, 128
96, 144
96, 160
96, 176
96, 192
96, 208
96, 224
96, 240
96, 256
96, 272
96, 288
96, 304
96, 320
96, 336
96, 352
96, 368
96, 384
96, 400
96, 416
96, 432
96, 448
96, 464
96, 480
96, 496
96, 512
96, 528
96, 544
96, 560
96, 576
96, 592
96, 608
96, 624
96, 640
96, 656
96, 672
96, 688
96, 704
96, 720
96, 736
96, 752
96, 768
96, 784
96, 800
96, 816
96, 832
96, 848
96, 864
96, 880
96, 896
96, 912
96, 928
96, 944
96, 960
96, 976
96, 992
96, 1008
96, 1024
96, 1040
96, 1056
96, 1072
96, 1088
112, 64
112, 80
112, 96
112, 112
112, 128
112, 144
112, 160
112, 176
112, 192
112, 208
112, 224
112, 240
112, 256
112, 272
112, 288
112, 304
112, 320
112, 336
112, 352
112, 368
112, 384
112, 400
112, 416
112, 432
112, 448
112, 464
112, 480
112, 496
112, 512
112, 528
112, 544
112, 560
112, 576
112, 592
112, 608
112, 624
112, 640
112, 656
112, 672
112, 688
112, 704
112, 720
112, 736
112, 752
112, 768
112, 784
112, 800
112, 816
112, 832
112, 848
112, 864
112, 880
112, 896
112, 912
112, 928
112, 944
112, 960
112, 976
112, 992
112, 1008
112, 1024
112, 1040
112, 1056
112, 1072
112, 1088
128, 64
128, 80
128, 96
128, 112
128, 128
128, 144
128, 160
128, 176
128, 192
128, 208
128, 224
128, 240
128, 256
128, 272
128, 288
128, 304
128, 320
128, 336
128, 352
128, 368
128, 384
128, 400
128, 416
128, 432
128, 448
128, 464
128, 480
128, 496
128, 512
128, 528
128, 544
128, 560
128, 576
128, 592
128, 608
128, 624
128, 640
128, 656
128, 672
128, 688
128, 704
128, 720
128, 736
128, 752
128, 768
128, 784
128, 800
128, 816
128, 832
128, 848
128, 864
128, 880
128, 896
128, 912
128, 928
128, 944
128, 960
128, 976
128, 992
128, 1008
128, 1024
128, 1040
128, 1056
128, 1072
128, 1088
144, 64
144, 80
144, 96
144, 112
144, 128
144, 144
144, 160
144, 176
144, 192
144, 208
144, 224
144, 240
144, 256
144, 272
144, 288
144, 304
144, 320
144, 336
144, 352
144, 368
144, 384
144, 400
144, 416
144, 432
144, 448
144, 464
144, 480
144, 496
144, 512
144, 528
144, 544
144, 560
144, 576
144, 592
144, 608
144, 624
144, 640
144, 656
144, 672
144, 688
144, 704
144, 720
144, 736
144, 752
144, 768
144, 784
144, 800
144, 816
144, 832
144, 848
144, 864
144, 880
144, 896
144, 912
144, 928
144, 944
144, 960
144, 976
144, 992
144, 1008
144, 1024
144, 1040
144, 1056
144, 1072
144, 1088
160, 64
160, 80
160, 96
160, 112
160, 128
160, 144
160, 160
160, 176
160, 192
160, 208
160, 224
160, 240
160, 256
160, 272
160, 288
160, 304
160, 320
160, 336
160, 352
160, 368
160, 384
160, 400
160, 416
160, 432
160, 448
160, 464
160, 480
160, 496
160, 512
160, 528
160, 544
160, 560
160, 576
160, 592
160, 608
160, 624
160, 640
160, 656
160, 672
160, 688
160, 704
160, 720
160, 736
160, 752
160, 768
160, 784
160, 800
160, 816
160, 832
160, 848
160, 864
160, 880
160, 896
160, 912
160, 928
160, 944
160, 960
160, 976
160, 992
160, 1008
160, 1024
160, 1040
160, 1056
160, 1072
160, 1088
176, 64
176, 80
176, 96
176, 112
176, 128
176, 144
176, 160
176, 176
176, 192
176, 208
176, 224
176, 240
176, 256
176, 272
176, 288
176, 304
176, 320
176, 336
176, 352
176, 368
176, 384
176, 400
176, 416
176, 432
176, 448
176, 464
176, 480
176, 496
176, 512
176, 528
176, 544
176, 560
176, 576
176, 592
176, 608
176, 624
176, 640
176, 656
176, 672
176, 688
176, 704
176, 720
176, 736
176, 752
176, 768
176, 784
176, 800
176, 816
176, 832
176, 848
176, 864
176, 880
176, 896
176, 912
176, 928
176, 944
176, 960
176, 976
176, 992
176, 1008
176, 1024
176, 1040
176, 1056
176, 1072
176, 1088
192, 64
192, 80
192, 96
192, 112
192, 128
192, 144
192, 160
192, 176
192, 192
192, 208
192, 224
192, 240
192, 256
192, 272
192, 288
192, 304
192, 320
192, 336
192, 352
192, 368
192, 384
192, 400
192, 416
192, 432
192, 448
192, 464
192, 480
192, 496
192, 512
192, 528
192, 544
192, 560
192, 576
192, 592
192, 608
192, 624
192, 640
192, 656
192, 672
192, 688
192, 704
192, 720
192, 736
192, 752
192, 768
192, 784
192, 800
192, 816
192, 832
192, 848
192, 864
192, 880
192, 896
192, 912
192, 928
192, 944
192, 960
192, 976
192, 992
192, 1008
192, 1024
192, 1040
192, 1056
192, 1072
192, 1088
208, 64
208, 80
208, 96
208, 112
208, 128
208, 144
208, 160
208, 176
208, 192
208, 208
208, 224
208, 240
208, 256
208, 272
208, 288
208, 304
208, 320
208, 336
208, 352
208, 368
208, 384
208, 400
208, 416
208, 432
208, 448
208, 464
208, 480
